Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
RecipeDef&KokuInstallV3RangeSoldierSkullImplant.label	install V3 range soldier skull implant	Installieren Sie das Soldatenschädelimplantat der V3-Reihe	V3 範囲の兵士の頭蓋骨インプラントを取り付けます	zainstaluj implant czaszki żołnierza zasięgu V3	instalar implante de cráneo de soldado gama V3	installer l'implant de crâne de soldat de la gamme V3	安装 V3 系列士兵头骨植入物	installare l'impianto del cranio del soldato della gamma V3	V3 제품군 군인 두개골 임플란트 설치	instalar implante de crânio de soldado da linha V3	установить имплантат черепа солдата серии V3	встановити імплантат черепа солдата діапазону V3	instal·leu un implant de crani de soldat de la gamma V3	安装 V3 系列士兵头骨植入物	nainstalujte implantát lebky vojáka řady V3	installer V3-serien soldat kranieimplantat	installeer een V3-reeks soldatenschedelimplantaat	paigaldage V3 vahemiku sõduri kolju implantaat	asenna V3-sarjan sotilaan kalloimplantti	εγκαταστήστε το εμφύτευμα κρανίου στρατιώτη εμβέλειας V3	telepítse a V3 tartomány katonakoponya implantátumát	installer V3-serien soldat hodeskalleimplantat	instalar implante de crânio de soldado da linha V3	instalați implant de craniu soldat gama V3	nainštalujte lebkový implantát vojaka radu V3	instalar implante de cráneo de soldado gama V3	installera V3-serien soldatskalleimplantat	V3 serisi asker kafatası implantını takın
RecipeDef&KokuInstallV3RangeSoldierSkullImplant.description	Installs V3 range soldier skull implant.	Installiert ein Soldatenschädelimplantat der V3-Reihe.	V3 範囲の兵士の頭蓋骨インプラントを取り付けます。	Instaluje implant czaszki żołnierza zasięgu V3.	Instala el implante de cráneo de soldado de rango V3.	Installe l'implant de crâne de soldat de la gamme V3.	安装 V3 系列士兵头骨植入物。	Installa l'impianto del cranio del soldato della gamma V3.	V3 제품군 군인 두개골 임플란트를 설치합니다.	Instala implante de crânio de soldado da linha V3.	Устанавливает имплант черепа солдата серии V3.	Встановлює імплантат черепа солдата діапазону V3.	Instal·la un implant de crani de soldat de la gamma V3.	安装 V3 系列士兵头骨植入物。	Instaluje implantát lebky vojáka řady V3.	Installerer V3-seriens soldatkranieimplantat.	Installeert een soldaatschedelimplantaat uit de V3-reeks.	Paigaldab V3 vahemiku sõduri kolju implantaadi.	Asenna V3-sarjan sotilaan kallo-implantti.	Εγκαθιστά το εμφύτευμα κρανίου στρατιώτη εμβέλειας V3.	V3 tartomány katonakoponya implantátum beszerelése.	Installerer V3-serien soldat hodeskalleimplantat.	Instala implante de crânio de soldado da linha V3.	Instalează implant de craniu soldat gama V3.	Inštaluje implantát lebky vojaka radu V3.	Instala el implante de cráneo de soldado de rango V3.	Installerar V3-seriens soldatskalleimplantat.	V3 serisi asker kafatası implantını takar.
ResearchProjectDef&KokuSkullImplantSurgery.label	artificial skull implants	künstliche Schädelimplantate	人工頭蓋骨インプラント	sztuczne implanty czaszki	implantes de cráneo artificiales	implants de crâne artificiel	人造颅骨植入物	protesi di cranio artificiale	인공 두개골 임플란트	implantes de crânio artificiais	имплантаты искусственного черепа	штучні імплантати черепа	implants artificials de crani	人造颅骨植入物	umělé implantáty lebky	kunstige kranieimplantater	kunstmatige schedelimplantaten	kunstlikud koljuimplantaadid	keinotekoiset kallo-implantit	τεχνητά εμφυτεύματα κρανίου	mesterséges koponya implantátumok	kunstige hodeskalleimplantater	implantes de crânio artificiais	implanturi de craniu artificiale	umelé implantáty lebky	implantes de cráneo artificiales	konstgjorda skallimplantat	yapay kafatası implantları
ResearchProjectDef&KokuSkullImplantSurgery.description	Unlocks the ability to craft skull implants and install them.	Schaltet die Fähigkeit frei, Schädelimplantate herzustellen und zu installieren.	頭蓋骨インプラントを作成して設置する機能のロックを解除します。	Odblokowuje możliwość wytwarzania implantów czaszki i ich instalowania.	Desbloquea la capacidad de crear implantes de cráneo e instalarlos.	Débloque la possibilité de fabriquer des implants crâniens et de les installer.	解锁制作和安装颅骨植入物的能力。	Sblocca la capacità di creare impianti cranici e installarli.	두개골 임플란트를 제작하고 설치하는 능력을 잠금 해제합니다.	Desbloqueia a capacidade de criar implantes de crânio e instalá-los.	Открывает возможность создавать имплантаты черепа и устанавливать их.	Розблоковує можливість створювати імплантати черепа та встановлювати їх.	Desbloqueja la capacitat de crear implants de crani i instal·lar-los.	解锁制作和安装颅骨植入物的能力。	Odemyká schopnost vytvářet implantáty lebky a instalovat je.	Låser op for evnen til at lave kranieimplantater og installere dem.	Ontgrendelt de mogelijkheid om schedelimplantaten te maken en deze te installeren.	Avab võimaluse meisterdada koljuimplantaate ja neid paigaldada.	Avaa mahdollisuuden valmistaa kalloimplantteja ja asentaa niitä.	Ξεκλειδώνει τη δυνατότητα δημιουργίας εμφυτευμάτων κρανίου και εγκατάστασης τους.	Felszabadítja a koponyaimplantátumok készítésének és beszerelésének lehetőségét.	Låser opp muligheten til å lage hodeskalleimplantater og installere dem.	Desbloqueia a capacidade de criar implantes de crânio e instalá-los.	Deblochează capacitatea de a crea implanturi de craniu și de a le instala.	Odomkne schopnosť vytvárať lebkové implantáty a inštalovať ich.	Desbloquea la capacidad de crear implantes de cráneo e instalarlos.	Låser upp möjligheten att tillverka skallimplantat och installera dem.	Kafatası implantları oluşturma ve yerleştirme yeteneğinin kilidini açar.
ResearchProjectDef&KokuAdvancedSkullImplantSurgery.label	advanced skull implants	fortgeschrittene Schädelimplantate	先進的な頭蓋骨インプラント	zaawansowane implanty czaszkowe	implantes de cráneo avanzados	implants crâniens avancés	先进的颅骨植入物	protesi craniche avanzate	고급 두개골 임플란트	implantes cranianos avançados	усовершенствованные имплантаты черепа	передові імплантати черепа	implants cranials avançats	先进的颅骨植入物	pokročilé implantáty lebky	avancerede kranieimplantater	geavanceerde schedelimplantaten	täiustatud koljuimplantaadid	kehittyneet kalloimplantteja	προηγμένα εμφυτεύματα κρανίου	fejlett koponya implantátumok	avanserte hodeskalleimplantater	implantes cranianos avançados	implanturi craniene avansate	pokročilé implantáty lebky	implantes de cráneo avanzados	avancerade skallimplantat	gelişmiş kafatası implantları
ResearchProjectDef&KokuAdvancedSkullImplantSurgery.description	Allows you to craft advanced skull implants.	Ermöglicht die Herstellung fortschrittlicher Schädelimplantate.	高度な頭蓋骨インプラントを作成できるようになります。	Umożliwia wytwarzanie zaawansowanych implantów czaszkowych.	Le permite crear implantes de cráneo avanzados.	Vous permet de fabriquer des implants crâniens avancés.	允许你制作先进的头骨植入物。	Ti permette di creare protesi craniche avanzate.	고급 두개골 임플란트를 제작할 수 있습니다.	Permite que você crie implantes cranianos avançados.	Позволяет создавать усовершенствованные имплантаты черепа.	Дозволяє створювати передові імплантати черепа.	Li permet crear implants de crani avançats.	允许你制作先进的头骨植入物。	Umožňuje vytvořit pokročilé implantáty lebky.	Giver dig mulighed for at lave avancerede kranieimplantater.	Hiermee kunt u geavanceerde schedelimplantaten maken.	Võimaldab meisterdada täiustatud koljuimplantaate.	Mahdollistaa edistyneiden kallo-implanttien valmistamisen.	Σας επιτρέπει να δημιουργήσετε προηγμένα εμφυτεύματα κρανίου.	Lehetővé teszi fejlett koponyaimplantátumok készítését.	Lar deg lage avanserte hodeskalleimplantater.	Permite que você crie implantes cranianos avançados.	Vă permite să creați implanturi avansate de craniu.	Umožňuje vám vytvoriť pokročilé implantáty lebky.	Le permite crear implantes de cráneo avanzados.	Låter dig skapa avancerade skallimplantat.	Gelişmiş kafatası implantları oluşturmanıza olanak sağlar.
ResearchProjectDef&KokuUltraSkullImplantSurgery.label	ultra skull implants	Ultra-Schädelimplantate	ウルトラスカルインプラント	implanty ultra czaszki	implantes ultra craneales	implants ultra crâniens	超颅骨植入物	impianti ultracranici	울트라 두개골 임플란트	implantes ultracranianos	ультра черепные имплантаты	ультрачерепні імплантати	implants ultra cranials	超颅骨植入物	ultra implantáty lebky	ultrakranieimplantater	ultra-schedelimplantaten	Ultra kolju implantaadid	ultrakallo-implantteja	υπερκρανιακά εμφυτεύματα	ultra koponya implantátumok	ultra skull implantater	implantes ultracranianos	ultra implanturi de craniu	ultra lebkové implantáty	implantes ultra craneales	ultraskalleimplantat	ultra kafatası implantları
ResearchProjectDef&KokuUltraSkullImplantSurgery.description	Allows you to craft ultra skull implants.	Ermöglicht die Herstellung von Ultra-Schädelimplantaten.	ウルトラスカルインプラントを作成できるようになります。	Umożliwia wytwarzanie ultraimplantów czaszkowych.	Le permite crear implantes ultracráneos.	Vous permet de fabriquer des implants ultra crâniens.	允许您制作超级头骨植入物。	Ti permette di realizzare impianti ultra-cranici.	울트라 두개골 임플란트를 제작할 수 있습니다.	Permite que você crie implantes ultracranianos.	Позволяет создавать имплантаты ультрачерепа.	Дозволяє створювати ультраімплантати черепа.	Li permet crear implants de crani ultra.	允许您制作超级头骨植入物。	Umožňuje vytvořit ultra implantáty lebky.	Giver dig mulighed for at lave ultrakranieimplantater.	Hiermee kunt u ultra-schedelimplantaten maken.	Võimaldab meisterdada ultra-kolju implantaate.	Mahdollistaa ultrakallo-implanttien valmistamisen.	Σας επιτρέπει να δημιουργήσετε εμφυτεύματα υπερκρανίου.	Lehetővé teszi ultrakoponya implantátumok készítését.	Lar deg lage ultrahodeskalleimplantater.	Permite que você crie implantes ultracranianos.	Vă permite să creați implanturi de craniu ultra.	Umožňuje vám vytvoriť ultra lebkové implantáty.	Le permite crear implantes ultracráneos.	Låter dig skapa ultraskalleimplantat.	Ultra kafatası implantları oluşturmanıza olanak sağlar.
ThingDef&KokuV1SleepLessSkullImplant.label	V1 sleepless Skull Implant	V1 schlafloses Schädelimplantat	V1 スリープレス頭蓋骨インプラント	Implant Czaszki Bezsennej V1	Implante de cráneo sin dormir V1	Implant de crâne sans sommeil V1	V1不眠颅骨植入物	Impianto di cranio insonne V1	V1 잠 못 이루는 두개골 임플란트	Implante de crânio sem sono V1	Имплантат бессонного черепа V1	V1 безсонний імплантат черепа	Implant crani sense dormir V1	V1不眠颅骨植入物	Implantát lebky bez spánku V1	V1 søvnløst kranieimplantat	V1 slapeloos schedelimplantaat	V1 unetu koljuimplantaat	V1 uneton kalloimplantti	V1 ακοίμητο εμφύτευμα κρανίου	V1 álmatlan koponya implantátum	V1 søvnløst hodeskalleimplantat	Implante de crânio sem sono V1	Implant craniu insomn V1	Implantát lebky bez spánku V1	Implante de cráneo sin dormir V1	V1 sömnlöst skallimplantat	V1 uykusuz Kafatası İmplantı
ThingDef&KokuV1SleepLessSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV2SleepLessSkullImplant.label	V2 sleepless Skull Implant	V2 schlafloses Schädelimplantat	V2 スリープレス頭蓋骨インプラント	Implant czaszki bezsennej V2	Implante de cráneo sin dormir V2	Implant de crâne sans sommeil V2	V2 不眠颅骨植入物	Impianto di cranio insonne V2	V2 잠 못 이루는 두개골 임플란트	Implante de crânio sem dormir V2	Имплантат бессонного черепа V2	V2 безсонний імплантат черепа	Implant crani sense dormir V2	V2 不眠颅骨植入物	Implantát lebky bez spánku V2	V2 søvnløst kranieimplantat	V2 slapeloos schedelimplantaat	V2 unetu koljuimplantaat	V2 uneton kalloimplantti	V2 ακοίμητο εμφύτευμα κρανίου	V2 álmatlan koponya implantátum	V2 søvnløst hodeskalleimplantat	Implante de crânio sem dormir V2	Implant craniu insomn V2	Implantát lebky bez spánku V2	Implante de cráneo sin dormir V2	V2 sömnlöst skallimplantat	V2 uykusuz Kafatası İmplantı
ThingDef&KokuV2SleepLessSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV3SleepLessSkullImplant.label	V3 sleepless Skull Implant	V3 schlafloses Schädelimplantat	V3 スリープレス頭蓋骨インプラント	Implant czaszki bezsennej V3	Implante de cráneo sin dormir V3	Implant de crâne sans sommeil V3	V3 不眠颅骨植入	Impianto del cranio insonne V3	V3 잠들지 않는 두개골 임플란트	Implante de crânio sem sono V3	Имплантат бессонного черепа V3	V3 безсонний імплантат черепа	Implant crani sense dormir V3	V3 不眠颅骨植入	Implantát lebky V3 bez spánku	V3 søvnløs kranieimplantat	V3 slapeloze schedelimplantaat	V3 unetu koljuimplantaat	V3 uneton kalloimplantti	V3 άυπνο εμφύτευμα κρανίου	V3 álmatlan koponya implantátum	V3 søvnløs hodeskalleimplantat	Implante de crânio sem sono V3	Implant craniu insomn V3	Implantát lebky bez spánku V3	Implante de cráneo sin dormir V3	V3 sömnlöst skallimplantat	V3 uykusuz Kafatası İmplantı
ThingDef&KokuV3SleepLessSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV1PsychicLessSkullImplant.label	V1 psychicless Skull Implant	V1 psychicless Schädelimplantat	V1 サイキックレス頭蓋骨インプラント	Bezpsychiczny implant czaszki V1	Implante de cráneo sin psíquico V1	Implant de crâne sans psychique V1	V1 无灵颅骨植入物	Impianto del cranio V1 psichico	V1 무심령 두개골 임플란트	Implante de crânio sem psíquico V1	Беспсихический имплантат черепа V1	Імплантат черепа без екстрасенсорів V1	Implant de crani sense psíquic V1	V1 无灵颅骨植入物	Implantát lebky bez psychiky V1	V1 psykiske kranieimplantat	V1 paranormale schedelimplantaat	V1 psüühiline koljuimplant	V1 psyykkinen Skull Implant	V1 χωρίς ψυχικό εμφύτευμα κρανίου	V1 pszichés nélküli koponyaimplantátum	V1 psykisk fritt hodeskalleimplantat	Implante de crânio sem psíquico V1	Implant craniu fără psihic V1	Implantát lebky bez psychiky V1	Implante de cráneo sin psíquico V1	V1 psychicless skallimplantat	V1 psişiksiz Kafatası İmplantı
ThingDef&KokuV1PsychicLessSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV2PsychicLessSkullImplant.label	V2 psychicless Skull Implant	V2 psychicless Schädelimplantat	V2 サイキックレス頭蓋骨インプラント	Bezpsychiczny implant czaszki V2	Implante de cráneo sin psíquico V2	Implant de crâne sans psychique V2	V2 无灵颅骨植入物	Impianto del cranio V2 psichico	V2 무심령 두개골 임플란트	Implante de crânio sem psíquico V2	Безпсихический имплантат черепа V2	Імплантат черепа без екстрасенсорів V2	Implant de crani sense psíquic V2	V2 无灵颅骨植入物	Implantát lebky bez psychiky V2	V2 psykiske kranieimplantat	V2 paranormale schedelimplantaat	V2 psüühiline koljuimplant	V2 psyykkinen Skull Implant	V2 χωρίς ψυχικό εμφύτευμα κρανίου	V2 pszichés nélküli koponyaimplantátum	V2 psykisk fritt hodeskalleimplantat	Implante de crânio sem psíquico V2	Implant craniu fără psihic V2	Implantát lebky bez psychiky V2	Implante de cráneo sin psíquico V2	V2 psychicless skallimplantat	V2 psişiksiz Kafatası İmplantı
ThingDef&KokuV2PsychicLessSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV3PsychicLessSkullImplant.label	V3 psychicless Skull Implant	V3 psychicless Schädelimplantat	V3 サイキックレス頭蓋骨インプラント	Bezpsychiczny implant czaszki V3	Implante de cráneo sin psíquico V3	Implant de crâne sans psychique V3	V3 无灵颅骨植入物	Impianto del cranio V3 psichico	V3 무심령 두개골 임플란트	Implante de crânio sem psíquico V3	Безпсихический имплантат черепа V3	Імплантат черепа без екстрасенсорів V3	Implant de crani sense psíquic V3	V3 无灵颅骨植入物	Implantát lebky bez psychiky V3	V3 psykiske kranieimplantat	V3 paranormale schedelimplantaat	V3 psüühiline koljuimplant	V3 psyykkinen Skull Implant	V3 χωρίς ψυχικό εμφύτευμα κρανίου	V3 pszichés nélküli koponyaimplantátum	V3 psykisk fritt hodeskalleimplantat	Implante de crânio sem psíquico V3	Implant craniu fără psihic V3	Implantát lebky bez psychiky V3	Implante de cráneo sin psíquico V3	V3 psychicless skallimplantat	V3 psişiksiz Kafatası İmplantı
ThingDef&KokuV3PsychicLessSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
